"HS ID","Produto","CNAE ID","Atividade Econômica"
189011,"Microscópios ópticos","a01342","Cultivo de café"
189011,"Microscópios ópticos","c10813","Torrefação e moagem de café"
189011,"Microscópios ópticos","c26701","Fabricação de equipamentos e instrumentos ópticos"
189012,"Outros microscópios","c10813","Torrefação e moagem de café"
189012,"Outros microscópios","c26515","Fabricação de equipamentos de medida, teste e controle"
189013,"Dispositivos de cristal líquido","c26701","Fabricação de equipamentos e instrumentos ópticos"
189014,"Bússolas","c26515","Fabricação de equipamentos de medida, teste e controle"
189015,"Equipamentos de vigilância","c26515","Fabricação de equipamentos de medida, teste e controle"
189016,"Balanças de precisão","c26515","Fabricação de equipamentos de medida, teste e controle"
189017,"Instrumentos de desenho","c26515","Fabricação de equipamentos de medida, teste e controle"
189018,"Instrumentos médicos","c26604","Fabricação de aparelhos eletromédicos e eletroterapêuticos"
189018,"Instrumentos médicos","c32507","Fabricação de instrumentos e materiais para uso médico"
189019,"Instrumentos para fisioterapia","c10821","Fabricação de produtos à base de café"
189019,"Instrumentos para fisioterapia","c26604","Fabricação de aparelhos eletromédicos e eletroterapêuticos"
189020,"Aparelhos respiratórios","c32507","Fabricação de instrumentos e materiais para uso médico"
189021,"Aparelhos ortopédicos","c10996","Fabricação de outros produtos alimentícios"
189021,"Aparelhos ortopédicos","c26604","Fabricação de aparelhos eletromédicos e eletroterapêuticos"
189021,"Aparelhos ortopédicos","c32507","Fabricação de instrumentos e materiais para uso médico"
189022,"Equipamentos de Raios-X","c10996","Fabricação de outros produtos alimentícios"
189022,"Equipamentos de Raios-X","c26515","Fabricação de equipamentos de medida, teste e controle"
189022,"Equipamentos de Raios-X","c26604","Fabricação de aparelhos eletromédicos e eletroterapêuticos"
189023,"Instrumentos para demonstração","c10996","Fabricação de outros produtos alimentícios"
189023,"Instrumentos para demonstração","c32990","Fabricação de produtos diversos"
189024,"Aparelhos para testes de tensão","c10996","Fabricação de outros produtos alimentícios"
189024,"Aparelhos para testes de tensão","c26515","Fabricação de equipamentos de medida, teste e controle"
189025,"Hidrômetros","c26515","Fabricação de equipamentos de medida, teste e controle"
189025,"Hidrômetros","c32507","Fabricação de instrumentos e materiais para uso médico"
189026,"Instrumentos de medição do fluxo de gás e líquidos","c26515","Fabricação de equipamentos de medida, teste e controle"
189027,"Instrumentos para análises químicas","c26515","Fabricação de equipamentos de medida, teste e controle"
189028,"Medidores de utilidades","c26515","Fabricação de equipamentos de medida, teste e controle"
189029,"Contadores de voltas","c26515","Fabricação de equipamentos de medida, teste e controle"
189030,"Osciloscópios","a01393","Cultivo de outras frutas de lavoura permanente"
189030,"Osciloscópios","c10996","Fabricação de outros produtos alimentícios"
189030,"Osciloscópios","c26515","Fabricação de equipamentos de medida, teste e controle"
189031,"Outros instrumentos de medição","c26515","Fabricação de equipamentos de medida, teste e controle"
189032,"Instrumentos de controle automáticos","c26108","Fabricação de componentes eletrônicos"
189032,"Instrumentos de controle automáticos","c26515","Fabricação de equipamentos de medida, teste e controle"
189032,"Instrumentos de controle automáticos","c27317","Fabricação de equipamentos para distribuição de energia elétrica"
189032,"Instrumentos de controle automáticos","c29450","Fabricação de material elétrico e eletrônico para automóveis"
189033,"Peças de instrumentos de medição, ópticos e similares","c26515","Fabricação de equipamentos de medida, teste e controle"
189101,"Relógios com metais preciosos","a01211","Horticultura"
189101,"Relógios com metais preciosos","c26523","Fabricação de cronômetros e relógios"
189102,"Relógios sem metais preciosos","a01211","Horticultura"
189102,"Relógios sem metais preciosos","c26523","Fabricação de cronômetros e relógios"
189103,"Despertadores e cronômetros","a01211","Horticultura"
189103,"Despertadores e cronômetros","c26523","Fabricação de cronômetros e relógios"
189104,"Relógios para painéis de instrumentos","c26523","Fabricação de cronômetros e relógios"
189105,"Outros relógios","c26523","Fabricação de cronômetros e relógios"
189106,"Relógios de ponto","c26523","Fabricação de cronômetros e relógios"
189107,"Interruptores horários","c26523","Fabricação de cronômetros e relógios"
189108,"Maquinismos para relógios","c26523","Fabricação de cronômetros e relógios"
189109,"Maquinismos de aparelhos de relojoaria","a01211","Horticultura"
189109,"Maquinismos de aparelhos de relojoaria","c10953","Fabricação de especiarias e codimentos"
189109,"Maquinismos de aparelhos de relojoaria","c26523","Fabricação de cronômetros e relógios"
189110,"Maquinismos de aparelhos de relojoaria não montados","c26523","Fabricação de cronômetros e relógios"
189111,"Caixas e partes de relógios","c26523","Fabricação de cronômetros e relógios"
189112,"Caixas e partes de aparelhos de relojoaria","c26523","Fabricação de cronômetros e relógios"
189113,"Pulseiras de relógio","c15297","Fabricação de outros artefatos de couro"
189113,"Pulseiras de relógio","c26523","Fabricação de cronômetros e relógios"
189114,"Outras partes de relojoaria e relógios","c26523","Fabricação de cronômetros e relógios"
189201,"Pianos","c32205","Fabricação de instrumentos musicais"
189202,"Instrumentos de cordas","c32205","Fabricação de instrumentos musicais"
189205,"Instrumentos de sopro","c32205","Fabricação de instrumentos musicais"
189206,"Percussão","c32205","Fabricação de instrumentos musicais"
189207,"Instrumentos musicais elétricos","c32205","Fabricação de instrumentos musicais"
189208,"Outros instrumentos musicais","c32205","Fabricação de instrumentos musicais"
189209,"Peças de instrumentos musicais","c32205","Fabricação de instrumentos musicais"
199301,"Armamentos militares","c25501","Fabricação de armas de fogo e munições"
199302,"Revólveres e pistolas","c25501","Fabricação de armas de fogo e munições"
199303,"Outras armas de fogo","c25501","Fabricação de armas de fogo e munições"
199304,"Armas de mola, ar ou gás","c25501","Fabricação de armas de fogo e munições"
199305,"Peças e acessórios para armamentos","c25501","Fabricação de armas de fogo e munições"
199306,"Munições e explosivos","c25501","Fabricação de armas de fogo e munições"
199307,"Armas brancas e suas partes","c25411","Fabricação de artigos de cutelaria"
209401,"Assentos","c29492","Fabricação de outras peças e acessórios para automóveis"
209401,"Assentos","c30423","Fabricação de turbinas, motores e peças para aeronaves"
209401,"Assentos","c31012","Fabricação de móveis de madeira"
209401,"Assentos","c31021","Fabricação de móveis de metal"
209401,"Assentos","c31039","Fabricação de móveis de outros materiais"
209402,"Mobiliário de uso médico","c31021","Fabricação de móveis de metal"
209402,"Mobiliário de uso médico","c32507","Fabricação de instrumentos e materiais para uso médico"
209403,"Outros artigos do mobiliário","c31012","Fabricação de móveis de madeira"
209403,"Outros artigos do mobiliário","c31021","Fabricação de móveis de metal"
209403,"Outros artigos do mobiliário","c31039","Fabricação de móveis de outros materiais"
209404,"Suportes para camas","c13511","Fabricação de artefatos têxteis para uso doméstico"
209404,"Suportes para camas","c13545","Fabricação de tecidos especiais"
209404,"Suportes para camas","c31047","Fabricação de colchões"
209405,"Aparelhos de iluminação","c22293","Fabricação de outros artefatos de material plástico"
209405,"Aparelhos de iluminação","c23192","Fabricação de artigos de vidro"
209405,"Aparelhos de iluminação","c27406","Fabricação de lâmpadas"
209405,"Aparelhos de iluminação","c32990","Fabricação de produtos diversos"
209406,"Construções pré-fabricadas","c16226","Fabricação de estruturas de madeira"
209406,"Construções pré-fabricadas","c22293","Fabricação de outros artefatos de material plástico"
209406,"Construções pré-fabricadas","c25110","Fabricação de estruturas metálicas"
209503,"Modelos reduzidos e animais de pelúcia","c32400","Fabricação de brinquedos e jogos recreativos"
209504,"Videogames e jogos de carta","c26400","Fabricação de aparelhos de áudio e vídeo"
209504,"Videogames e jogos de carta","c32400","Fabricação de brinquedos e jogos recreativos"
209505,"Decorações para festas","c32990","Fabricação de produtos diversos"
209506,"Equipamentos esportivos","c32302","Fabricação de artefatos para pesca"
209507,"Equipamentos de caça e pesca","c32302","Fabricação de artefatos para pesca"
209508,"Parques de Diversões e feiras","c28291","Fabricação de máquinas e equipamentos de uso geral"
209601,"Marfim e ossos trabalhados","c32990","Fabricação de produtos diversos"
209602,"Vegetais ou minerais entalhados","c32990","Fabricação de produtos diversos"
209603,"Vassouras e escovas","c32914","Fabricação de escovas, pincéis e vassouras"
209604,"Peneiras e crivos","c32990","Fabricação de produtos diversos"
209605,"Conjuntos para viagem","c15211","Fabricação de artigos para viagem"
209606,"Botões","c32990","Fabricação de produtos diversos"
209607,"Zíperes","c32990","Fabricação de produtos diversos"
209608,"Canetas","c32990","Fabricação de produtos diversos"
209609,"Lápis e gizes","c32990","Fabricação de produtos diversos"
209610,"Lousas e quadros negros","c32990","Fabricação de produtos diversos"
209611,"Carimbos de borracha","c32990","Fabricação de produtos diversos"
209612,"Fitas de tinta","c32990","Fabricação de produtos diversos"
209613,"Isqueiros","c29450","Fabricação de material elétrico e eletrônico para automóveis"
209613,"Isqueiros","c32990","Fabricação de produtos diversos"
209614,"Cachimbos","c32990","Fabricação de produtos diversos"
209615,"Pentes e semelhantes","c32990","Fabricação de produtos diversos"
209616,"Vaporizadores","c32990","Fabricação de produtos diversos"
209617,"Garrafas térmicas","c32990","Fabricação de produtos diversos"
209618,"Manequins","c32990","Fabricação de produtos diversos"
219701,"Pinturas","r90027","Criação artística"
219702,"Gravuras, estampas e litografias","r90027","Criação artística"
219703,"Esculturas","r90027","Criação artística"
219704,"Selos","r90027","Criação artística"
219705,"Espécimes para coleções","r90027","Criação artística"
219706,"Antiguidades","r90027","Criação artística"
