"HS ID","Produto","CNAE ID","Atividade Econômica"
"062934","Ácidos nucleicos","c21106","Fabricação de produtos farmoquímicos"
"062935","Sulfonamidas","c21106","Fabricação de produtos farmoquímicos"
"062936","Vitaminas","c21106","Fabricação de produtos farmoquímicos"
"062937","Hormônios","c20291","Fabricação de outros produtos químicos orgânicos"
"062937","Hormônios","c21106","Fabricação de produtos farmoquímicos"
"062938","Glicosídeos","c21106","Fabricação de produtos farmoquímicos"
"062939","Alcaloides vegetais","c21106","Fabricação de produtos farmoquímicos"
"062940","Açucares quimicamente puros","c21106","Fabricação de produtos farmoquímicos"
"062941","Antibióticos","c21106","Fabricação de produtos farmoquímicos"
"062942","Outros compostos orgânicos","c20291","Fabricação de outros produtos químicos orgânicos"
"063001","Glândulas e outros órgãos","c21106","Fabricação de produtos farmoquímicos"
"063002","Soros e vacinas","c21106","Fabricação de produtos farmoquímicos"
"063002","Soros e vacinas","c21211","Fabricação de medicamentos para uso humano"
"063002","Soros e vacinas","c21220","Fabricação de medicamentos para uso veterinário"
"063003","Medicamentos não embalados","c21211","Fabricação de medicamentos para uso humano"
"063004","Medicamentos embalados","c21211","Fabricação de medicamentos para uso humano"
"063005","Bandagens","c21238","Fabricação de produtos farmacêuticos"
"063005","Bandagens","c32507","Fabricação de instrumentos e materiais para uso médico"
"063006","Outros produtos farmacêuticos","c21211","Fabricação de medicamentos para uso humano"
"063006","Outros produtos farmacêuticos","c21238","Fabricação de produtos farmacêuticos"
"063006","Outros produtos farmacêuticos","c32507","Fabricação de instrumentos e materiais para uso médico"
"063006","Outros produtos farmacêuticos","e38122","Coleta de resíduos perigosos"
"063101","Fertilizantes de origem animal ou vegetal","c20134","Fabricação de adubos e fertilizantes"
"063102","Fertilizantes nitrogenados","c20126","Fabricação de intermediários para fertilizantes"
"063102","Fertilizantes nitrogenados","c20134","Fabricação de adubos e fertilizantes"
"063103","Fertilizantes fosfatados","c20126","Fabricação de intermediários para fertilizantes"
"063103","Fertilizantes fosfatados","c20134","Fabricação de adubos e fertilizantes"
"063103","Fertilizantes fosfatados","c20193","Fabricação de outros produtos químicos inorgânicos"
"063104","Fertilizantes potássicos","c20126","Fabricação de intermediários para fertilizantes"
"063105","Fertilizantes mistos minerais ou químicos","c20126","Fabricação de intermediários para fertilizantes"
"063105","Fertilizantes mistos minerais ou químicos","c20134","Fabricação de adubos e fertilizantes"
"063201","Extratos vegetais para curtimento","c20291","Fabricação de outros produtos químicos orgânicos"
"063202","Extratos sintéticos para curtimento","c20193","Fabricação de outros produtos químicos inorgânicos"
"063202","Extratos sintéticos para curtimento","c20291","Fabricação de outros produtos químicos orgânicos"
"063203","Corantes vegetais ou animais","c20291","Fabricação de outros produtos químicos orgânicos"
"063204","Corantes sintéticos","c20291","Fabricação de outros produtos químicos orgânicos"
"063204","Corantes sintéticos","c20932","Fabricação de aditivos de uso industrial"
"063205","Corantes de cuba","c20291","Fabricação de outros produtos químicos orgânicos"
"063206","Outros corantes","c20193","Fabricação de outros produtos químicos inorgânicos"
"063207","Pigmentos preparados","c20711","Fabricação de tintas, vernizes e esmaltes"
"063208","Tintas não aquosas","c20711","Fabricação de tintas, vernizes e esmaltes"
"063209","Tintas aquosas","c20711","Fabricação de tintas, vernizes e esmaltes"
"063210","Outras tintas","c20711","Fabricação de tintas, vernizes e esmaltes"
"063211","Secantes preparados para pintura","c20738","Fabricação de impermeabilizantes e solventes"
"063212","Pigmentos não aquosos","c20711","Fabricação de tintas, vernizes e esmaltes"
"063213","Tintas artísticas","c20991","Fabricação de outros produtos químicos"
"063214","Massa de vidraceiro","c20738","Fabricação de impermeabilizantes e solventes"
"063215","Tinta","c20720","Fabricação de tintas de impressão"
"063215","Tinta","c20991","Fabricação de outros produtos químicos"
"063301","Óleos essenciais","c20932","Fabricação de aditivos de uso industrial"
"063302","Misturas perfumadas","c20932","Fabricação de aditivos de uso industrial"
"063304","Maquiagens","c20631","Fabricação de cosméticos, perfumaria e higiene pessoal"
"063305","Produtos para cabelos","c20631","Fabricação de cosméticos, perfumaria e higiene pessoal"
"063306","Produtos odontológicos","c20631","Fabricação de cosméticos, perfumaria e higiene pessoal"
"063307","Produtos para barbear","c20622","Fabricação de produtos de limpeza"
"063307","Produtos para barbear","c20631","Fabricação de cosméticos, perfumaria e higiene pessoal"
"063401","Sabão","c20614","Fabricação de sabões e detergentes sintéticos"
"063402","Produtos de limpeza","c20291","Fabricação de outros produtos químicos orgânicos"
"063402","Produtos de limpeza","c20614","Fabricação de sabões e detergentes sintéticos"
"063403","Produtos lubrificantes","c20932","Fabricação de aditivos de uso industrial"
"063404","Ceras artificiais","c20291","Fabricação de outros produtos químicos orgânicos"
"063404","Ceras artificiais","c20622","Fabricação de produtos de limpeza"
"063405","Pomadas e cremes","c20622","Fabricação de produtos de limpeza"
"063406","Velas","c32990","Fabricação de produtos diversos"
"063407","Pastas e ceras dentais","c20991","Fabricação de outros produtos químicos"
"063407","Pastas e ceras dentais","c32507","Fabricação de instrumentos e materiais para uso médico"
"063501","Caseína","c10520","Fabricação de laticínios"
"063501","Caseína","c20916","Fabricação de adesivos e selantes"
"063502","Proteínas solúveis em água","c10996","Fabricação de outros produtos alimentícios"
"063502","Proteínas solúveis em água","c20291","Fabricação de outros produtos químicos orgânicos"
"063503","Gelatina","c20291","Fabricação de outros produtos químicos orgânicos"
"063503","Gelatina","c20916","Fabricação de adesivos e selantes"
"063504","Peptonas","c20991","Fabricação de outros produtos químicos"
"063505","Dextrina","c10651","Fabricação de amidos e óleos de milho"
"063505","Dextrina","c20916","Fabricação de adesivos e selantes"
"063506","Colas","c20916","Fabricação de adesivos e selantes"
"063507","Enzimas","c20291","Fabricação de outros produtos químicos orgânicos"
"063507","Enzimas","c20932","Fabricação de aditivos de uso industrial"
"063507","Enzimas","c21106","Fabricação de produtos farmoquímicos"
"063601","Pólvora","c20924","Fabricação de explosivos"
"063602","Explosivos preparados","c20924","Fabricação de explosivos"
"063603","Cordões detonadores","c20924","Fabricação de explosivos"
"063604","Fogos de artifício","c20924","Fabricação de explosivos"
"063605","Fósforos","c20924","Fabricação de explosivos"
"063606","Ligas pirofóricas","c32990","Fabricação de produtos diversos"
"063701","Chapas fotográficas","c20991","Fabricação de outros produtos químicos"
"063702","Filmes fotográficos","c20991","Fabricação de outros produtos químicos"
"063703","Papel fotográfico","c20991","Fabricação de outros produtos químicos"
"063704","Material fotográfico, exposto e não revelado","m74200","Atividades fotográficas e similares"
"063705","Material fotográfico, exposto e revelado","m74200","Atividades fotográficas e similares"
"063706","Filme de cinema, exposto e revelado","j59111","Produção cinematográfica, de vídeos e de programas de televisão"
"063707","Produtos químicos para fotografia","c20991","Fabricação de outros produtos químicos"
"063801","Grafite artificial","c23991","Fabricação de outros produtos de minerais não-metálicos"
"063802","Carbono ativado","c20193","Fabricação de outros produtos químicos inorgânicos"
"063802","Carbono ativado","c20291","Fabricação de outros produtos químicos orgânicos"
"063803","Resina líquida","c20291","Fabricação de outros produtos químicos orgânicos"
"063804","Lixívias da polpa da madeira","c20291","Fabricação de outros produtos químicos orgânicos"
"063805","Aguarrás","c20291","Fabricação de outros produtos químicos orgânicos"
"063806","Colofonia","c20291","Fabricação de outros produtos químicos orgânicos"
"063807","Alcatrão, óleos e breu de madeira","c20291","Fabricação de outros produtos químicos orgânicos"
"063808","Pesticidas","c20517","Fabricação de defensivos agrícolas"
"063808","Pesticidas","c20525","Fabricação de desinfestantes"
"063808","Pesticidas","c20622","Fabricação de produtos de limpeza"
"063809","Agentes de acabamento do tingimento","c20932","Fabricação de aditivos de uso industrial"
"063810","Preparados para a decapagem de metais","c20991","Fabricação de outros produtos químicos"
"063811","Antidetonantes","c20932","Fabricação de aditivos de uso industrial"
"063811","Antidetonantes","c20991","Fabricação de outros produtos químicos"
"063812","Aceleradores de vulcanização preparados","c20932","Fabricação de aditivos de uso industrial"
"063813","Preparados para extintores de incêndio","c20991","Fabricação de outros produtos químicos"
"063814","Solventes orgânicos compostos","c20738","Fabricação de impermeabilizantes e solventes"
"063815","Produtos de reação e catalisadores","c20941","Fabricação de catalisadores"
"063816","Cimento refratário","c23419","Fabricação de produtos cerâmicos refratários"
"063817","Alquilbenzenos e alquinaftalenos","c20291","Fabricação de outros produtos químicos orgânicos"
"063818","Disco químico para eletrônica","c20991","Fabricação de outros produtos químicos"
"063819","Fluído para freio hidráulico","c20991","Fabricação de outros produtos químicos"
"063820","Anticongelante","c20991","Fabricação de outros produtos químicos"
"063821","Preparados para cultura de microrganismos","c20991","Fabricação de outros produtos químicos"
"063822","Reagentes de laboratório","c20991","Fabricação de outros produtos químicos"
"063823","Ácidos graxos, óleos ácidos e álcoois graxos industriais","c20291","Fabricação de outros produtos químicos orgânicos"
"063824","Aglutinantes preparados para moldes ou núcleos de fundição","c20134","Fabricação de adubos e fertilizantes"
"063824","Aglutinantes preparados para moldes ou núcleos de fundição","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"063824","Aglutinantes preparados para moldes ou núcleos de fundição","c20291","Fabricação de outros produtos químicos orgânicos"
"063824","Aglutinantes preparados para moldes ou núcleos de fundição","c20517","Fabricação de defensivos agrícolas"
"063824","Aglutinantes preparados para moldes ou núcleos de fundição","c20932","Fabricação de aditivos de uso industrial"
"063824","Aglutinantes preparados para moldes ou núcleos de fundição","c20991","Fabricação de outros produtos químicos"
"063824","Aglutinantes preparados para moldes ou núcleos de fundição","c23303","Fabricação de artefatos de concreto e materiais semelhantes"
"063825","Produtos químicos residuais","c20991","Fabricação de outros produtos químicos"
"063825","Produtos químicos residuais","e38114","Coleta de resíduos não-perigosos"
"063825","Produtos químicos residuais","e38211","Tratamento e disposição de resíduos não-perigosos"
"063825","Produtos químicos residuais","e38220","Tratamento de resíduos perigosos"
"073901","Polímeros de etileno","c20312","Fabricação de resinas termoplásticas"
"073902","Polímeros de propileno","c20312","Fabricação de resinas termoplásticas"
"073903","Polímeros de estireno","c20312","Fabricação de resinas termoplásticas"
"073904","Polímeros de cloreto de vinila","c20312","Fabricação de resinas termoplásticas"
"073905","Outros polímeros de vinila","c20312","Fabricação de resinas termoplásticas"
"073906","Polímeros acrílicos","c20312","Fabricação de resinas termoplásticas"
"073907","Poliacetais","c20291","Fabricação de outros produtos químicos orgânicos"
"073907","Poliacetais","c20312","Fabricação de resinas termoplásticas"
"073907","Poliacetais","c20321","Fabricação de resinas termofixas"
"073907","Poliacetais","c20932","Fabricação de aditivos de uso industrial"
"073908","Poliamidas","c20312","Fabricação de resinas termoplásticas"
"073909","Amino-resinas","c20321","Fabricação de resinas termofixas"
"073910","Silicone","c20321","Fabricação de resinas termofixas"
"073911","Resinas de petróleo","c20312","Fabricação de resinas termoplásticas"
"073911","Resinas de petróleo","c20321","Fabricação de resinas termofixas"
"073912","Celulose","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"073912","Celulose","c20291","Fabricação de outros produtos químicos orgânicos"
"073913","Polímeros naturais","c20291","Fabricação de outros produtos químicos orgânicos"
"073913","Polímeros naturais","c20312","Fabricação de resinas termoplásticas"
"073914","Permutadores de íons a base de polímeros","c20312","Fabricação de resinas termoplásticas"
"073915","Resíduos plásticos","c22293","Fabricação de outros artefatos de material plástico"
"073916","Monofilamento","c22293","Fabricação de outros artefatos de material plástico"
"073917","Tubo plástico","c22234","Fabricação de tubos e acessórios de material plástico"
"073917","Tubo plástico","c22293","Fabricação de outros artefatos de material plástico"
"073918","Revestimentos plásticos de pavimentos","c22293","Fabricação de outros artefatos de material plástico"
"073919","Plásticos autoadesivos","c22218","Fabricação de laminados planos e tubulares plástico"
"073920","Folhas e chapas plásticas não trabalhadas","c22218","Fabricação de laminados planos e tubulares plástico"
"073921","Outras folhas e chapas plásticas","c22218","Fabricação de laminados planos e tubulares plástico"
"073922","Lavatórios plásticos","c22293","Fabricação de outros artefatos de material plástico"
"073923","Tampas de plástico","c22226","Fabricação de embalagens de material plástico"
"073924","Utensílios domésticos de plástico","c22293","Fabricação de outros artefatos de material plástico"
"073925","Materiais de construção plásticos","c22293","Fabricação de outros artefatos de material plástico"
"073926","Outros produtos plásticos","c14126","Confecção de peças do vestuário"
"073926","Outros produtos plásticos","c22293","Fabricação de outros artefatos de material plástico"
"074001","Borracha natural","a01393","Cultivo de outras frutas de lavoura permanente"
"074001","Borracha natural","a02209","Produção florestal - florestas nativas"
"074002","Borracha sintética","c20339","Fabricação de elastômeros"
"074003","Borracha regenerada","c22196","Fabricação de outros artefatos de borracha"
"074004","Resíduos de borracha","c22196","Fabricação de outros artefatos de borracha"
"074005","Borracha misturada","c22196","Fabricação de outros artefatos de borracha"
"074006","Produtos de borracha não vulcanizada","c22111","Fabricação de pneumáticos"
"074006","Produtos de borracha não vulcanizada","c22196","Fabricação de outros artefatos de borracha"
"074007","Fios e cordas de borracha vulcanizada","c22196","Fabricação de outros artefatos de borracha"
"074008","Chapas e folhas de borracha","c22196","Fabricação de outros artefatos de borracha"
"074009","Tubos de borracha","c22196","Fabricação de outros artefatos de borracha"
"074010","Correias de borracha","c22196","Fabricação de outros artefatos de borracha"
"074011","Pneumáticos novos","c10511","Preparação do leite"
"074011","Pneumáticos novos","c22111","Fabricação de pneumáticos"
"074012","Pneumáticos recauchutados","a01512","Criação de bovinos"
"074012","Pneumáticos recauchutados","c10511","Preparação do leite"
"074012","Pneumáticos recauchutados","c22111","Fabricação de pneumáticos"
"074012","Pneumáticos recauchutados","c22129","Reforma de pneumáticos usados"
"074012","Pneumáticos recauchutados","e38114","Coleta de resíduos não-perigosos"
"074013","Câmaras de ar de borracha","a01521","Criação de outros animais de grande porte"
"074013","Câmaras de ar de borracha","c22111","Fabricação de pneumáticos"
"074014","Artigos de borracha de higiene ou farmácia","c22196","Fabricação de outros artefatos de borracha"
"074015","Vestuário e acessórios de borracha","c22196","Fabricação de outros artefatos de borracha"
"074015","Vestuário e acessórios de borracha","c32922","Fabricação de equipamentos para segurança"
"074016","Outros produtos de borracha","c22196","Fabricação de outros artefatos de borracha"
"074016","Outros produtos de borracha","c32990","Fabricação de produtos diversos"
"074017","Borracha endurecida","c22196","Fabricação de outros artefatos de borracha"
"084101","Couros e peles de bovinos ou de equídeos","c10112","Abate de reses"
"084102","Peles de ovinos","c10112","Abate de reses"
"084103","Outros couros e peles em bruto","a01598","Criação de outros animais"
"084103","Outros couros e peles em bruto","a03213","Aqüicultura em água salgada"
"084103","Outros couros e peles em bruto","c10121","Abate de suínos e aves"
"084104","Couros e peles curtidos de bovinos ou de equídeos","c15106","Curtimento de couro"
"084105","Peles curtidas de ovinos","c15106","Curtimento de couro"
"084106","Couros e peles curtidos de outros animais","c15106","Curtimento de couro"
"084107","Couros preparados de bovinos ou equídeos","c15106","Curtimento de couro"
"084112","Couros preparados de ovinos","c15106","Curtimento de couro"
"084113","Couros preparados de outros animais","c15106","Curtimento de couro"
"084114","Couros misturados e acamurçados","c15106","Curtimento de couro"
"084115","Couro reconstituído","c15106","Curtimento de couro"
"084202","Baús e malas para viagem","c15211","Fabricação de artigos para viagem"
"084202","Baús e malas para viagem","c15297","Fabricação de outros artefatos de couro"
"084203","Vestuário e acessórios de couro","c14126","Confecção de peças do vestuário"
"084203","Vestuário e acessórios de couro","c14142","Fabricação de acessórios do vestuário"
"084203","Vestuário e acessórios de couro","c32302","Fabricação de artefatos para pesca"
"084205","Outros artigos de couro","c15297","Fabricação de outros artefatos de couro"
"084206","Artigos de tripa","c32990","Fabricação de produtos diversos"
"084301","Peles com pelo em bruto","a01539","Criação de caprinos e ovinos"
"084301","Peles com pelo em bruto","a01598","Criação de outros animais"
"084301","Peles com pelo em bruto","a01709","Caça"
"084302","Peles com pelo curtidas","c14142","Fabricação de acessórios do vestuário"
"084303","Vestuário e acessórios de peles com pêlo","c14126","Confecção de peças do vestuário"
"084303","Vestuário e acessórios de peles com pêlo","c14142","Fabricação de acessórios do vestuário"
"084304","Peles com pelo artificiais","c14142","Fabricação de acessórios do vestuário"
"094401","Lenha","a02101","Produção florestal - florestas plantadas"
"094401","Lenha","c16102","Desdobramento de madeira"
"094402","Carvão vegetal","a02101","Produção florestal - florestas plantadas"
"094403","Madeira bruta","a02101","Produção florestal - florestas plantadas"
"094403","Madeira bruta","c16102","Desdobramento de madeira"
"094404","Estacas e arcos de madeira","a02101","Produção florestal - florestas plantadas"
"094405","Lã de madeira","c16102","Desdobramento de madeira"
"094406","Dormentes de madeira para vias férreas","c16102","Desdobramento de madeira"
"094407","Madeira serrada","c16102","Desdobramento de madeira"
"094408","Folhas para folheados","c16218","Fabricação de madeira laminada e de chapas de madeira"
"094409","Madeira perfilada","c16102","Desdobramento de madeira"
"094410","Painéis de partículas","c16218","Fabricação de madeira laminada e de chapas de madeira"
"094411","Painéis de fibras de madeira","c16218","Fabricação de madeira laminada e de chapas de madeira"
"094412","Madeira compensada","c16218","Fabricação de madeira laminada e de chapas de madeira"
"094413","Madeira densificada","c16218","Fabricação de madeira laminada e de chapas de madeira"
"094414","Molduras de madeira","c16293","Fabricação de artefatos de madeira"
"094415","Embalagens de madeira","c16234","Fabricação de embalagens de madeira"
"094417","Cabos de madeira","c16293","Fabricação de artefatos de madeira"
"094418","Artigos de marcenaria ou carpintaria","c16226","Fabricação de estruturas de madeira"
"094418","Artigos de marcenaria ou carpintaria","c16293","Fabricação de artefatos de madeira"
"094419","Artefatos de madeira para mesa ou cozinha","c16293","Fabricação de artefatos de madeira"
"094420","Objetos de ornamentação em madeira","c16234","Fabricação de embalagens de madeira"
"094420","Objetos de ornamentação em madeira","c16293","Fabricação de artefatos de madeira"
"094421","Outros artigos em madeira","c16226","Fabricação de estruturas de madeira"
"094421","Outros artigos em madeira","c16293","Fabricação de artefatos de madeira"
"094501","Cortiça natural","a02209","Produção florestal - florestas nativas"
"094501","Cortiça natural","c16293","Fabricação de artefatos de madeira"
"094502","Cortiça natural sem a crosta","c16293","Fabricação de artefatos de madeira"
"094503","Artigos de cortiça natural","c16293","Fabricação de artefatos de madeira"
"094504","Cortiça aglomerada","c16293","Fabricação de artefatos de madeira"
"094601","Produtos trançados","c16293","Fabricação de artefatos de madeira"
"094602","Trabalhos de cestaria","c16293","Fabricação de artefatos de madeira"
104701,"Pastas mecânicas de madeira","c17109","Fabricação de celulose"
104702,"Pastas químicas de madeira para dissolução","c17109","Fabricação de celulose"
104703,"Pastas químicas de madeira à soda ou sulfato","c17109","Fabricação de celulose"
104704,"Pastas químicas de madeira ao bissulfito","c17109","Fabricação de celulose"
104705,"Pastas de madeira semiquímicas","c17109","Fabricação de celulose"
104706,"Pastas de papel reciclado","c17109","Fabricação de celulose"
104707,"Papel reciclado","c17214","Fabricação de papel"
104802,"Papel não revestido","c17214","Fabricação de papel"
104803,"Papel de uso facial e íntimo","c17109","Fabricação de celulose"
104803,"Papel de uso facial e íntimo","c17214","Fabricação de papel"
104804,"Papel Kraft não revestido","c17214","Fabricação de papel"
104805,"Outros papéis não revestidos","c17214","Fabricação de papel"
104805,"Outros papéis não revestidos","c17222","Fabricação de cartolina e papel-cartão"
104806,"Pergaminho vegetal","c17214","Fabricação de papel"
104807,"Papel composto","c17214","Fabricação de papel"
104808,"Papel ondulado","c17214","Fabricação de papel"
104809,"Papel carbono","c17214","Fabricação de papel"
104810,"Papel revestido de caulim","c17214","Fabricação de papel"
104811,"Papel de fibra de celulose","c17214","Fabricação de papel"
104812,"Filtros de pasta de papel","c17494","Fabricação de produtos de pastas celulósicas"
104813,"Papel para cigarros","c17311","Fabricação de embalagens de papel"
104814,"Papel de parede","c17494","Fabricação de produtos de pastas celulósicas"
104816,"Outros papéis de cópia","c17419","Fabricação de produtos de papel"
104817,"Envelopes","c17419","Fabricação de produtos de papel"
104818,"Papel higiênico","c17427","Fabricação de produtos de papel para usos higiênico-sanitário"
104818,"Papel higiênico","c17494","Fabricação de produtos de pastas celulósicas"
104819,"Embalagens de papel","c17311","Fabricação de embalagens de papel"
104819,"Embalagens de papel","c17419","Fabricação de produtos de papel"
104820,"Cadernos e pastas","c17419","Fabricação de produtos de papel"
104820,"Cadernos e pastas","c17494","Fabricação de produtos de pastas celulósicas"
104821,"Etiquetas de papel","c17419","Fabricação de produtos de papel"
104822,"Carretéis e bobinas de papel","c17494","Fabricação de produtos de pastas celulósicas"
104823,"Papel recortado","c17419","Fabricação de produtos de papel"
104823,"Papel recortado","c17427","Fabricação de produtos de papel para usos higiênico-sanitário"
104823,"Papel recortado","c17494","Fabricação de produtos de pastas celulósicas"
104901,"Brochuras","j58115","Edição de livros"
104902,"Jornais","j58123","Edição de jornais"
104902,"Jornais","j58131","Edição de revistas"
104903,"Livros de ilustrações infantis","j58115","Edição de livros"
104904,"Música manuscrita ou impressa e partituras","j59201","Atividades de gravação de som e de edição de música"
104905,"Obras cartográficas","j58212","Impressão de livros"
104906,"Planos e desenhos arquitetônicos","m71197","Arquitetura e engenharia"
104907,"Selos postais","c18121","Impressão de material de segurança"
104908,"Decalques","c18130","Impressão de materiais para outros usos"
104909,"Cartões postais","j58191","Edição de cadastros e outros produtos gráficos"
104910,"Calendários","j58191","Edição de cadastros e outros produtos gráficos"
104911,"Outros materiais impressos","c17419","Fabricação de produtos de papel"
104911,"Outros materiais impressos","j58191","Edição de cadastros e outros produtos gráficos"
115001,"Casulos de bicho-da-seda","a01598","Criação de outros animais"
115002,"Seda crua","c13120","Preparação e fiação de fibras têxteis naturais"
115003,"Resíduos de seda","c13120","Preparação e fiação de fibras têxteis naturais"
115004,"Fios de seda não acondicionados para venda","c13120","Preparação e fiação de fibras têxteis naturais"
115005,"Resíduos de seda para venda","c13120","Preparação e fiação de fibras têxteis naturais"
115006,"Fios de seda para venda","c13120","Preparação e fiação de fibras têxteis naturais"
115007,"Tecidos de seda","c13227","Tecelagem de fios de fibras têxteis naturais"
115101,"Lã","a01539","Criação de caprinos e ovinos"
115101,"Lã","c10112","Abate de reses"
115101,"Lã","c13120","Preparação e fiação de fibras têxteis naturais"
115102,"Fios de crina","a01539","Criação de caprinos e ovinos"
115102,"Fios de crina","a01598","Criação de outros animais"
115103,"Resíduos de lã e de fios de crina","c13120","Preparação e fiação de fibras têxteis naturais"
115104,"Fiapos de lã ou de fios de crina","c13120","Preparação e fiação de fibras têxteis naturais"
115105,"Lã e fios de crina preparados","c13120","Preparação e fiação de fibras têxteis naturais"
115106,"Fios de lã cardada não acondicionados para venda","c13120","Preparação e fiação de fibras têxteis naturais"
115107,"Fios de lã penteada não acondicionados para venda","c13120","Preparação e fiação de fibras têxteis naturais"
115108,"Fios de crina não acondicionados para venda","c13120","Preparação e fiação de fibras têxteis naturais"
115109,"Fios de lã e de crina para venda","c13120","Preparação e fiação de fibras têxteis naturais"
115110,"Fios de crina de equídeos","c13120","Preparação e fiação de fibras têxteis naturais"
115111,"Tecidos de lã ou de crina cardados","a01512","Criação de bovinos"
115111,"Tecidos de lã ou de crina cardados","c13227","Tecelagem de fios de fibras têxteis naturais"
115112,"Tecidos de lã ou de crina penteados","c13227","Tecelagem de fios de fibras têxteis naturais"
115113,"Tecido de crina de equídeos","c13227","Tecelagem de fios de fibras têxteis naturais"
115201,"Algodão cru","a01121","Cultivo de algodão herbáceo"
115202,"Resíduos de algodão","c13111","Preparação e fiação de fibras de algodão"
115203,"Algodão preparado","c13111","Preparação e fiação de fibras de algodão"
115204,"Linha de algodão para costura","c13146","Fabricação de linhas para costurar e bordar"
115205,"Fios de puro algodão não acondicionados","c13111","Preparação e fiação de fibras de algodão"
115206,"Fios de algodão misto acondicionados","c13111","Preparação e fiação de fibras de algodão"
115207,"Fios de algodão para venda","c13111","Preparação e fiação de fibras de algodão"
115208,"Tecidos leves de puro algodão","c13219","Tecelagem de fios de algodão"
115209,"Tecidos pesados de puro algodão","c13219","Tecelagem de fios de algodão"
115210,"Tecidos leves de algodão misto","c13219","Tecelagem de fios de algodão"
115211,"Tecidos pesados de algodão misto","c13219","Tecelagem de fios de algodão"
115212,"Outros tecidos de algodão","c13219","Tecelagem de fios de algodão"
