"HS ID","Product","CNAE ID","Industry"
189001,"Optical Fibers","c26701","Manufacture of optical instruments and equipment"
189001,"Optical Fibers","c27333","Manufacture of wires, cables and insulated electrical conductors"
189001,"Optical Fibers","c32507","Manufacture of medical and dental instruments and supplies"
189002,"Mirrors and Lenses","c26701","Manufacture of optical instruments and equipment"
189003,"Spectacle Frames","c32507","Manufacture of medical and dental instruments and supplies"
189004,"Glasses and Goggles","c32507","Manufacture of medical and dental instruments and supplies"
189005,"Binoculars and Telescopes","c26701","Manufacture of optical instruments and equipment"
189006,"Cameras","c26701","Manufacture of optical instruments and equipment"
189006,"Cameras","c27406","Manufacture of lamps"
189007,"Videocameras","c26701","Manufacture of optical instruments and equipment"
189008,"Image Projectors","c26701","Manufacture of optical instruments and equipment"
189010,"Photo Lab Equipment","c26701","Manufacture of optical instruments and equipment"
189011,"Optical Microscopes","a01342","Coffee beans growing"
189011,"Optical Microscopes","c10813","Coffee roasting and grinding"
189011,"Optical Microscopes","c26701","Manufacture of optical instruments and equipment"
189012,"Non-optical Microscopes","c10813","Coffee roasting and grinding"
189012,"Non-optical Microscopes","c26515","Manufacture of measurement, testing and control instruments"
189013,"LCDs","c26701","Manufacture of optical instruments and equipment"
189014,"Compasses","c26515","Manufacture of measurement, testing and control instruments"
189015,"Surveying Equipment","c26515","Manufacture of measurement, testing and control instruments"
189016,"Balances","c26515","Manufacture of measurement, testing and control instruments"
189017,"Drafting Tools","c26515","Manufacture of measurement, testing and control instruments"
189018,"Medical Instruments","c26604","Manufacture of electromedical and electrotherapeutic equipment"
189018,"Medical Instruments","c32507","Manufacture of medical and dental instruments and supplies"
189019,"Physical Therapy Instruments","c10821","Manufacture of coffee-based products"
189019,"Physical Therapy Instruments","c26604","Manufacture of electromedical and electrotherapeutic equipment"
189020,"Breathing Appliances","c32507","Manufacture of medical and dental instruments and supplies"
189021,"Orthopedic Appliances","c10996","Manufacture of other food products"
189021,"Orthopedic Appliances","c26604","Manufacture of electromedical and electrotherapeutic equipment"
189021,"Orthopedic Appliances","c32507","Manufacture of medical and dental instruments and supplies"
189022,"X-Ray Equipment","c10996","Manufacture of other food products"
189022,"X-Ray Equipment","c26515","Manufacture of measurement, testing and control instruments"
189022,"X-Ray Equipment","c26604","Manufacture of electromedical and electrotherapeutic equipment"
189023,"Instructional Models","c10996","Manufacture of other food products"
189023,"Instructional Models","c32990","Manufacture of diverse products"
189024,"Tensile Testing Machines","c10996","Manufacture of other food products"
189024,"Tensile Testing Machines","c26515","Manufacture of measurement, testing and control instruments"
189025,"Hydrometers","c26515","Manufacture of measurement, testing and control instruments"
189025,"Hydrometers","c32507","Manufacture of medical and dental instruments and supplies"
189026,"Gas and Liquid Flow Measuring Instruments","c26515","Manufacture of measurement, testing and control instruments"
189027,"Chemical Analysis Instruments","c26515","Manufacture of measurement, testing and control instruments"
189028,"Utility Meters","c26515","Manufacture of measurement, testing and control instruments"
189029,"Recolution Counters","c26515","Manufacture of measurement, testing and control instruments"
189030,"Oscilloscopes","a01393","Growing of other perennial fruit crops"
189030,"Oscilloscopes","c10996","Manufacture of other food products"
189030,"Oscilloscopes","c26515","Manufacture of measurement, testing and control instruments"
189031,"Other Measuring Instruments","c26515","Manufacture of measurement, testing and control instruments"
189032,"Automatic Controlling Instruments","c26108","Manufacture of electronic components"
189032,"Automatic Controlling Instruments","c26515","Manufacture of measurement, testing and control instruments"
189032,"Automatic Controlling Instruments","c27317","Manufacture of equipment for electric power distribution"
189032,"Automatic Controlling Instruments","c29450","Manufacture of electrical and electronic materials for motor vehicles"
189033,"Parts of Optical, Measuring and Similar Instruments","c26515","Manufacture of measurement, testing and control instruments"
189101,"Metal-Clad Watches","a01211","Horticulture"
189101,"Metal-Clad Watches","c26523","Manufacture of chronometers, watches and clocks"
189102,"Watches","a01211","Horticulture"
189102,"Watches","c26523","Manufacture of chronometers, watches and clocks"
189103,"Clocks with Watch Movements","a01211","Horticulture"
189103,"Clocks with Watch Movements","c26523","Manufacture of chronometers, watches and clocks"
189104,"Dashboard Clocks","c26523","Manufacture of chronometers, watches and clocks"
189105,"Other Clocks","c26523","Manufacture of chronometers, watches and clocks"
189106,"Time Recording Instruments","c26523","Manufacture of chronometers, watches and clocks"
189107,"Time Switches","c26523","Manufacture of chronometers, watches and clocks"
189108,"Watch Movements","c26523","Manufacture of chronometers, watches and clocks"
189109,"Clock Movements","a01211","Horticulture"
189109,"Clock Movements","c10953","Production of spices and condiments"
189109,"Clock Movements","c26523","Manufacture of chronometers, watches and clocks"
189110,"Incomplete Movement Sets","c26523","Manufacture of chronometers, watches and clocks"
189111,"Watch Cases and Parts","c26523","Manufacture of chronometers, watches and clocks"
189112,"Clock Cases and Parts","c26523","Manufacture of chronometers, watches and clocks"
189113,"Watch Straps","c15297","Manufacture of other leather goods"
189113,"Watch Straps","c26523","Manufacture of chronometers, watches and clocks"
189114,"Other Clocks and Watches Parts","c26523","Manufacture of chronometers, watches and clocks"
189201,"Pianos","c32205","Manufacture of musical instruments"
189202,"String Instruments","c32205","Manufacture of musical instruments"
189205,"Wind Instruments","c32205","Manufacture of musical instruments"
189206,"Percussion","c32205","Manufacture of musical instruments"
189207,"Electric Musical Instruments","c32205","Manufacture of musical instruments"
189208,"Other Musical Instruments","c32205","Manufacture of musical instruments"
189209,"Musical Instrument Parts","c32205","Manufacture of musical instruments"
199301,"Military Weapons","c25501","Manufacture of weapons and ammunition"
199302,"Handguns","c25501","Manufacture of weapons and ammunition"
199303,"Other Firearms","c25501","Manufacture of weapons and ammunition"
199304,"Spring, Air, and Gas Guns","c25501","Manufacture of weapons and ammunition"
199305,"Weapons Parts and Accessories","c25501","Manufacture of weapons and ammunition"
199306,"Explosive Ammunition","c25501","Manufacture of weapons and ammunition"
199307,"Bladed Weapons and Accessories","c25411","Manufacture of cutlery items"
209401,"Seats","c29492","Manufacture of other parts and accessories for motor vehicles"
209401,"Seats","c30423","Manufacture of aircraft turbines, engines and parts"
209401,"Seats","c31012","Manufacture of wooden furniture"
209401,"Seats","c31021","Manufacture of metal furniture"
209401,"Seats","c31039","Manufacture of other furniture"
209402,"Medical Furniture","c31021","Manufacture of metal furniture"
209402,"Medical Furniture","c32507","Manufacture of medical and dental instruments and supplies"
209403,"Other Furniture","c31012","Manufacture of wooden furniture"
209403,"Other Furniture","c31021","Manufacture of metal furniture"
209403,"Other Furniture","c31039","Manufacture of other furniture"
209404,"Mattress Supports","c13511","Manufacture of textile articles for home use"
209404,"Mattress Supports","c13545","Manufacture of special fabrics"
209404,"Mattress Supports","c31047","Manufacture of mattresses"
209405,"Light Fixtures","c22293","Manufacture of other plastic products"
209405,"Light Fixtures","c23192","Manufacture of glass articles"
209405,"Light Fixtures","c27406","Manufacture of lamps"
209405,"Light Fixtures","c32990","Manufacture of diverse products"
209406,"Prefabricated Buildings","c16226","Manufacture of wooden structures"
209406,"Prefabricated Buildings","c22293","Manufacture of other plastic products"
209406,"Prefabricated Buildings","c25110","Manufacture of metal structures"
209503,"Models and Stuffed Animals","c32400","Manufacture of toys and recreational games"
209504,"Video and Card Games","c26400","Manufacture of sound and image devices"
209504,"Video and Card Games","c32400","Manufacture of toys and recreational games"
209505,"Party Decorations","c32990","Manufacture of diverse products"
209506,"Sports Equipment","c32302","Manufacture of fishing and sport supplies"
209507,"Fishing and Hunting Equipment","c32302","Manufacture of fishing and sport supplies"
209508,"Fairground Amusements","c28291","Manufacture of machinery and equipment for general use"
209601,"Worked Ivory and Bone","c32990","Manufacture of diverse products"
209602,"Vegetable and Mineral Carvings","c32990","Manufacture of diverse products"
209603,"Brooms","c32914","Manufacture of brushes, mobs and brooms"
209604,"Hand Sifters","c32990","Manufacture of diverse products"
209605,"Travel Kits","c15211","Manufacture of travel goods"
209606,"Buttons","c32990","Manufacture of diverse products"
209607,"Zippers","c32990","Manufacture of diverse products"
209608,"Pens","c32990","Manufacture of diverse products"
209609,"Pencils and Crayons","c32990","Manufacture of diverse products"
209610,"Chackboards","c32990","Manufacture of diverse products"
209611,"Rubber Stamps","c32990","Manufacture of diverse products"
209612,"Ink Ribbons","c32990","Manufacture of diverse products"
209613,"Lighters","c29450","Manufacture of electrical and electronic materials for motor vehicles"
209613,"Lighters","c32990","Manufacture of diverse products"
209614,"Smoking Pipes","c32990","Manufacture of diverse products"
209615,"Combs","c32990","Manufacture of diverse products"
209616,"Sprayers","c32990","Manufacture of diverse products"
209617,"Vacuum Flask","c32990","Manufacture of diverse products"
209618,"Mannequins","c32990","Manufacture of diverse products"
219701,"Paintings","r90027","Art creation"
219702,"Prints","r90027","Art creation"
219703,"Sculptures","r90027","Art creation"
219704,"Stamps","r90027","Art creation"
219705,"Collectors' pieces","r90027","Art creation"
219706,"Antiques","r90027","Art creation"
